412,-15
413,-9
414,-19
415,-2
416,5
417,13
418,-2
419,17
420,3
421,-3
422,10
423,16
424,7
425,4
426,-3
427,-10
428,19
429,18
430,-9
431,-15
432,-5
433,7
434,-5
435,15
436,-7
437,-11
438,4
439,1
440,-18
441,15
442,18
443,-5
444,19
445,12
446,-2
447,-10
448,9
449,-11
450,16
451,16
452,-14
453,-6
454,19
455,17
456,1
457,-1
458,-1
459,-12
460,6
461,4
462,13
463,-4
464,-13
465,0
466,-13
467,4
468,-11
469,13
470,19
471,8
472,1
473,-14
474,0
475,-8
476,19
477,-10
478,-10
479,-6
480,0
481,-18
482,9
483,1
484,-9
485,-11
486,-4
487,10
488,1
489,-5
490,6
491,-14
492,9
493,1
494,18
495,-7
496,18
497,-13
498,19
499,-1
500,3
501,17
502,8
503,15
504,18
505,18
506,11
507,-3
508,-2
509,2
510,-19
511,18
512,-9
513,-13
514,-20
515,-20
516,1
517,18
518,-6
519,0
520,10
521,-9
522,-6
523,1
524,3
525,18
526,10
527,-10
528,-7
529,6
530,10
531,14
532,11
533,-9
534,0
535,1
536,-14
537,2
538,-17
539,4
540,-13
541,-19
542,-5
543,15
544,15
545,14
546,7
547,3
548,14
549,-11
550,10
551,10
552,-6
553,9
554,4
555,-7
556,-11
557,-18
558,-15
559,3
560,-1
561,-15
562,-3
563,19
564,-18
565,5
566,16
567,9
568,8
569,-13
570,-12
571,-10
572,18
573,-5
574,11
575,-3
576,11
577,-8
578,3
579,0
580,5
581,0
582,10
583,13
584,-12
585,11
586,-7
587,6
588,5
589,-6
590,-13
591,17
592,11
593,-3
594,8
595,-14
596,-16
597,16
598,4
599,14
600,7
601,-2
602,-13
603,8
604,-16
605,7
606,-16
607,2
608,-15
609,-9
610,-7
611,-9
612,7
613,12
614,14
615,-14
616,-10
617,-17
618,19
619,-15
620,-3
621,-17
622,-15
623,-20
624,-7
625,11
626,-13
627,5
628,-14
629,-1
630,-2
631,-17
632,-8
633,-16
634,8
635,12
636,12
637,-18
638,-1
639,-6
640,-2
641,-15
642,16
643,13
644,-10
645,6
646,-5
647,3
648,-17
649,-18
650,16
651,-3
652,11
653,6
654,6
655,-5
656,9
657,7
658,-7
659,-18
660,2
661,13
662,2
663,-8
664,13
665,4
666,3
667,-13
668,-3
669,-8
670,0
671,17
672,10
673,4
674,17
675,-13
676,-20
677,4
678,17
679,-9
680,-2
681,-20
682,6
683,-17
684,-14
685,-17
686,-12
687,-1
688,17
689,19
690,19
691,6
692,6
693,-14
694,-18
695,-3
696,4
697,13
698,1
699,-20
700,14
701,0
702,8
703,-5
704,-17
705,-9
706,-6
707,-2
708,-14
709,6
710,19
711,-12
712,-20
713,18
714,9
715,-20
716,-18
717,7
718,-19
719,-15
720,7
721,9
722,-4
723,19
724,-5
725,-6
726,-12
727,14
728,7
729,-6
730,16
731,6
732,-17
733,3
734,-12
735,7
736,7
737,8
738,16
739,12
740,-11
741,-20
742,-18
743,17
744,-18
745,-2
746,-20
747,-14
748,14
749,-2
750,-7
751,-16
752,4
753,-14
754,4
755,-17
756,-19
757,-8
758,-1
759,-17
760,-4
761,-11
762,16
763,-8
764,-16
765,14
766,-17
767,-8
768,-7
769,9
770,-2
771,-16
772,-10
